PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts
41,"['Diarrhea', 'Coughing', 'Sleeplessness', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/someone-please-help-me--754706,"[nan, nan, nan, 'Melatonin Pill', nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Entire stomach', 'Eye']"
42,"['Prurigo', 'Exanthema', 'Pruritus', 'Muscle Cramp', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-rash-4-weeks-later-754432,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Right scapula', 'Entire stomach']"
43,"['Cerebrovascular accident', 'Urinary tract infection', 'nan', 'nan']",https://patient.info//forums/discuss/please-look-i-believe-my-mom-is-a-long-hauler-any-advice-or-comments-appreciated-754666,"[nan, nan, nan, nan]","[nan, nan, 'Physical therapy exercises', nan]","[nan, nan, nan, 'Foot']"
44,"['Severe Acute Respiratory Syndrome', 'Clouded consciousness']",https://patient.info//forums/discuss/test-postive-754634,"[nan, nan]","[nan, nan]","[nan, nan]"
45,"['Pneumonia', 'Tired', 'taste sweet', 'Weakness', 'nan']",https://patient.info//forums/discuss/covid-anosmia-no-smell-or-taste--752925,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Therapeutic procedure']","[nan, nan, nan, nan, nan]"
46,"['Communicable Diseases', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/positive-pcr-test-v-negative-lft-test-754269,"[nan, nan, nan, nan]","[nan, 'Vaccination', 'Adult care', nan]","[nan, nan, nan, 'bony process']"
47,"['Stomach ache', 'Exanthema', 'Pins and needles', 'Headache', 'Coughing', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/dexamethasone-side-effects-754446,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, 'Hand', 'Foot']"
48,"['Morning headache', 'Headache']",https://patient.info//forums/discuss/covid-headaches-754325,"[nan, nan]","[nan, nan]","[nan, nan]"
49,"['BODY ACHE', 'Fatigue', 'Pain', 'Dyspnea', 'Vascular Diseases', 'Lung Diseases, Obstructive', 'BODY PAIN', 'Fatigue', 'Pain', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/symptoms-after-9-days--754094,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HAC protocol']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
50,"['Communicable Diseases', 'Anosmia', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/contact-and-intimacy-after-covid-754170,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Cardiac Lead Procedure', nan]","[nan, nan, nan, nan, nan, nan, 'Entire face']"
51,"['Infectious disease of lung', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-fever-for-13-straight-days--754155,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Treated with', 'Injection of therapeutic agent', 'Cardiac Lead Procedure', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Entire breast']"
52,"['Subacute thyroiditis', 'Deep Vein Thrombosis', 'Lung Diseases, Obstructive', 'Exhaustion', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/medical-industry-covid-753918,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Beak', 'Structure of supraoptic nucleus', 'Blood Vessel']"
53,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hamman-Rich syndrome', 'Hepatorenal Syndrome', 'nan', 'nan']",https://patient.info//forums/discuss/brother-iterminal-i-ll-with-cancer-can-i-visit-in-lockdown-s-753765,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Universal Precautions']","[nan, nan, nan, nan, nan, nan]"
54,"['Gastroesophageal reflux disease', 'Nausea', 'Abdominal bloating', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/gastroenteritis-753678,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Entire putamen', 'Entire throat (surface region of neck)', 'Stomach']"
55,"['cold symptoms', 'Lung Diseases, Obstructive', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/overwhelming-anxiety-from-covid-news-articles-753768,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Local anesthetic thoracic epidural block', 'Meditation Therapy', 'Thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Lung']"
56,"['Rib pain', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/long-covid-rib-and-shoulder-pain-does-anyone-have-this-symptom-thanks-753777,"[nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia']","[nan, nan, nan]"
57,"['Malignant hyperpyrexia due to anesthesia', 'Nausea', 'Asthenia']",https://patient.info//forums/discuss/should-my-mother-do-second-vaccine--753659,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]"
58,"['Algoneurodystrophy', 'Exanthema', 'Dyssomnias', 'Lung Diseases, Obstructive', 'Hypotrichosis simplex', 'Acute gastroenteritis', 'Nausea', 'Pruritus', 'nan', 'nan']",https://patient.info//forums/discuss/covid-still-hanging-on--753740,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Foot']"
59,"['Dandy-Walker Syndrome', 'BODY PAIN', 'out (of) breath', 'Dizziness', 'Headache', 'Asthenia']",https://patient.info//forums/discuss/12-weeks-out-and-i-m-dizzy-and-help--753702,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]"
60,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Coronavirus Infections', 'Muscular fasciculation', 'Muscle twitch', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/muscle-twitching-after-covid--753669,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Structure of putamen', 'Stomach']"
61,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/should-i-isolate--753612,"[nan, nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure']","[nan, nan, nan, nan, nan]"
62,"['Gonorrhea', 'Geroderma osteodysplastica', 'Punctate inner choroidopathy', 'Hay fever', 'Pharyngitis', 'Exanthema', 'Skin Diseases, Infectious', 'Dermatitis', 'Rhinorrhea', 'Nausea', 'Sore mouth', 'Sore Throat', 'Pruritus', 'red blotches', 'Coughing', 'Pain', 'Nervousness', 'Burning feet', 'Erythema', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/red-skin-marks-752844,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Directly Observed Therapy', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'medial amygdalar nucleus', 'Respiratory Diaphragm', 'Toes', 'Entire putamen', 'Tongue', 'Entire foot', 'Entire face', 'Foot', 'Entire breast', 'Entire upper limb']"
63,"['Multi-infarct dementia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Hypertensive disease', 'Amyotrophic Lateral Sclerosis, Sporadic', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'CONOTRUNCAL ANOMALY FACE SYNDROME', 'Disease', 'Chest Pain', 'Ache', 'Chest tightness', 'Pain in left shoulder', 'Pain', 'Arm Pain', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/chest-pain-for-10-days-751407,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Ligamentous articular strain technique', 'Stretching exercises', 'Bathing', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Bone structure of rib', 'Heart', 'Breast', 'Left upper arm structure', 'Entire finger', 'Entire left hand', 'Blood Vessel', 'Downy hair', 'Entire neck', 'Entire upper limb']"
64,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'BODY PAIN', 'Slow respiration', 'Pain', 'Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/38-with-covid-i-m-scared-to-death-751864,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Calming', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Pharyngeal structure', 'Stomach', 'Entire breast']"
65,"[""Little's Disease"", 'Diarrhea', 'Vomiting', 'BODY PAIN', 'Posterior rhinorrhea', 'Fatigue', 'Burning sensation', 'Headache', 'Throat irritation', 'Pain', 'Nasal congestion (finding)', 'Nausea', 'Has tingling sensation', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/did-anyone-experience-these-symptoms-while-infected--753425,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
66,"['Testicular regression syndrome', 'nan']",https://patient.info//forums/discuss/covid-advice-work-related-help-please-753593,"[nan, nan]","[nan, 'Isolation procedure']","[nan, nan]"
67,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Diseases, Obstructive', 'nan', 'nan']",https://patient.info//forums/discuss/covid-please-help-753502,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, 'Nose']"
68,"['Gonorrhea', 'Geroderma osteodysplastica', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Acute gastroenteritis', 'Disease', 'Anosmia', 'Signs and Symptoms', 'Coughing', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-752791,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nucleus Accumbens', 'Nose']"
69,"['Gonorrhea', 'Geroderma osteodysplastica', 'Acute gastroenteritis', 'Coughing', 'Dyspnea']",https://patient.info//forums/discuss/covid-19-day-12-and-still-having-a-fever-753343,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]"
70,"['nan', 'nan']",https://patient.info//forums/discuss/covid-vaccination-and-alcohol-753382,"[nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Vaccination']","[nan, nan]"
71,"['Gonorrhea', 'Geroderma osteodysplastica', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/preventing-covid-19-separation-not-just-isolation-753341,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Exercise Pain Management', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand']"
72,"['Testicular regression syndrome', 'nan']",https://patient.info//forums/discuss/lack-of-information-from-the-government-and-the-nhs-753261,"[nan, nan]","[nan, 'Etoposide/Ifosfamide/Mesna/Mitoxantrone']","[nan, nan]"
73,"['Rheumatoid Arthritis', 'Duane Retraction Syndrome', 'Pneumonia', 'Bronchitis', 'Diabetic Retinopathy', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/wrong-covid-vaccination-group-753250,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Vaccination', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen']"
74,"['Nail-Patella Syndrome', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Coronavirus Infections', 'Sympathetically independent pain', 'Nervousness', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/no-taste-or-smell-update--753132,"[nan, nan, nan, nan, nan, nan, nan, nan, 'Mometasone Nasal Spray', nan]","[nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire upper limb']"
75,"['Asthma', 'Coronavirus Infections', 'Multiple Sclerosis', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/a-symptomatic-people-753107,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Structure of putamen']"
76,"['Arthralgia', 'Asthenia', 'nan']",https://patient.info//forums/discuss/covid-and-strange-feeling-in-arms-and-legs--752983,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, 'Entire upper limb']"
77,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coronavirus Infections', 'nan', 'nan']",https://patient.info//forums/discuss/contact-worry-752963,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan]"
78,"['Actual Inability To Taste', 'Productive cough', 'BODY PAIN', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-752939,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Single Embryo Transfer', 'Physical therapy exercises', nan]","[nan, nan, nan, nan, nan, 'Left main bronchus structure']"
79,"['PREMATURE CHROMATID SEPARATION TRAIT', 'Anosmia', 'nan', 'nan']",https://patient.info//forums/discuss/covid-experience-loss-of-smell-752930,"[nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan]"
80,"['Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-guilt-at-passing-it-on--752614,"[nan, nan, nan, nan, nan]","[nan, 'Single Embryo Transfer', 'Quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, 'Heart']"
81,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/does-this-sound-like-covid-752762,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']","[nan, nan, nan, nan, nan]"
82,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Common Cold', 'Papillon-Lefevre Disease', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/please-i-need-reassurance-or-anything-752738,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Meditation Therapy', 'Group reassurance', 'Bathing']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
83,"['Lung Diseases, Obstructive', 'Nausea', 'Coughing', 'Mastodynia', 'Sore to touch', 'nan']",https://patient.info//forums/discuss/i-tested-positive-for-covid-please-help-752696,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan]"
84,"['Hypertensive disease', 'Diabetes Mellitus', 'Coffin-Siris syndrome', 'Disease', 'nan']",https://patient.info//forums/discuss/taking-a-leave-of-absence-from-work-causes-firing-to-happen--752679,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan]"
85,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Premenstrual syndrome', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'Seizures', 'Mass of body region', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/help-could-i-have-been-exposed-to-covid--752659,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nose', 'Foot']"
86,"['Hypotrichosis simplex', 'nan', 'nan']",https://patient.info//forums/discuss/loss-of-smell-and-taste-752616,"[nan, nan, nan]","[nan, 'Modest-Temperature Hyperthermia', nan]","[nan, nan, 'Entire head']"
87,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Diseases, Obstructive', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-self-isolating-employer-being-awkward-750338,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Isolation procedure', 'Orthokeratology', nan]","[nan, nan, nan, nan, nan, 'Foot']"
88,"['Gonorrhea', 'Geroderma osteodysplastica', 'Testicular regression syndrome', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/should-i-isolate--752535,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Nose']"
89,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan']",https://patient.info//forums/discuss/support-bubbl-752028,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, 'Upper body structure']"
90,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', ""Little's Disease"", 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Anosmia', 'Dry cough', 'Chest pressure', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/chest-pressure-752388,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Venom immunotherapy', 'Rx therapy', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nucleus Accumbens', 'Right breast']"
91,"['Hypertensive disease', 'Gonorrhea', 'Geroderma osteodysplastica', 'Diabetes Mellitus', 'Chronic Obstructive Airway Disease', 'Congestive heart failure', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/is-visiting-family-for-christmas-risky--751561,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Anterior decompression of shoulder joint', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'Isolation procedure', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Gut']"
92,"['slight fever', 'nan']",https://patient.info//forums/discuss/day-9-with-covid-and-i-can-not-stop-sweating--751791,"[nan, nan]","[nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan]"
93,"['Gonorrhea', 'Geroderma osteodysplastica', 'Common Cold', 'Reflex Sympathetic Dystrophy', 'Motion Sickness', 'Rhinorrhea', 'Throat symptom', 'Coughing', 'Nose symptoms', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/-could-these-symptoms-be-long-covid-752083,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', 'bleomycin/methotrexate/vincristine protocol', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire throat (surface region of neck)', 'Tongue', 'Nose']"
94,"['Migraine Disorders', 'Gonorrhea', 'Geroderma osteodysplastica', 'Influenza', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/recently-diagnosed--752061,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Meditation Therapy', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm']"
95,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Influenza', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Coronavirus Infections', 'Disease', 'Ache', 'BODY PAIN', 'Fatigue', 'Sore Throat', 'Pain of lymph node', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/maybe-a-weird-question-but-can-covid-have-std-like-symptoms--752059,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Testis', 'Breast', 'Gland', 'Upper trunk structure', 'Entire neck']"
96,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', 'Nasal congestion (finding)', 'BODY PAIN', 'Signs and Symptoms', 'Fatigue', 'Pain in right hand', 'Sore Throat', 'Headache', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/mild-covid-19-symptoms-will-they-get-worse-i-m-on-day-5--751549,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Orthokeratology', 'Therapeutic procedure', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire rib', 'Entire finger', 'Lung']"
97,"[""Little's Disease"", 'Tonsillitis', 'Anosmia', 'Nasal congestion (finding)', 'Chest Pain', 'Upset stomach', 'Sore Throat', 'Dizziness', 'Headache', 'Chest pressure', 'Dyspnea', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-symptoms-dragging-on-752041,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire neck', 'Nose']"
98,"['Gonorrhea', 'Geroderma osteodysplastica', 'sick to stomach', 'nan', 'nan']",https://patient.info//forums/discuss/carl-vernon-youtube-channel-751839,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'Division (surgical procedure)', nan]","[nan, nan, nan, nan, 'Entire face']"
99,"['Gonorrhea', 'Geroderma osteodysplastica', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-vaccine-and-immunity-751715,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Booster', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Spur (body structure)']"
100,"['Eye Infections', 'Tired', 'Headache']",https://patient.info//forums/discuss/covid-19-symptoms-fever-751514,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]"
101,"['Lung Diseases, Obstructive', 'Diarrhea', 'Myalgia']",https://patient.info//forums/discuss/digestion-symptoms-751493,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]"
102,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sinusitis', ""Little's Disease"", 'Reflex Sympathetic Dystrophy', 'Headache', 'Coughing', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-prolonged-fever-735964,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Percutaneous Coronary Intervention', 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', 'Trans-hiatal esophagectomy', nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Inferior esophageal sphincter structure', 'Eye', 'Blood Vessel', 'Entire nasal passage', 'Entire ear']"
