PostNumber,SymptomName,PostLink
62,"['Pharyngitis', 'Hamman-Rich syndrome', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Hybrid Resistance', 'Coronavirus Infections', 'Acute gastroenteritis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Diabetes Mellitus', 'Lung Problem', 'cold symptoms', 'Lung Diseases, Obstructive', 'Disease', 'Ache', 'Diarrhea', 'Fatigue', 'Redness of face', 'Pain', 'Nervousness', 'Rhinorrhea', 'Nasal congestion (finding)', 'HEART PROBLEM', 'Sore Throat', 'Dry cough', 'Coughing', 'Clouded consciousness', 'Dyspnea', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Concerns-about-Covid-19-coronavirus/show/3053915
63,"['Gonorrhea', 'Geroderma osteodysplastica', 'Blind Vision', 'Malignant hyperpyrexia due to anesthesia', 'Carpal Tunnel Syndrome', 'Influenza', 'Wolf-Hirschhorn Syndrome', 'Skin Diseases, Viral', 'Disease', 'Coughing', 'Asthenia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Infection-through-Food-Wife-Scared-Me--and-now-Im-spiraling/show/3054265
64,"['Gonorrhea', 'Geroderma osteodysplastica', 'Multi-infarct dementia', ""Little's Disease"", 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Immunoglobulin A deficiency (disorder)', 'Disease', 'Ache', 'BODY PAIN', 'Vague ill health', 'Chest tightness', 'Nausea', 'Flare', 'Malaise', 'Back symptoms/complaints', 'Chills', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Partner-and-I-symptomatic-at-nearly-the-same-times/show/3056184
65,"['Gigantism', 'Poliomyelitis', 'Carpal Tunnel Syndrome', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Liver Abscess, Amebic', 'Measles', 'Acute gastroenteritis', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Infantile Neuroaxonal Dystrophy', 'Sexually Transmitted Diseases', 'Idiopathic Multicentric Osteolyses', 'Multiple Epiphyseal Dysplasia', 'Lung Diseases, Obstructive', 'Gray Platelet Syndrome', 'Disease', 'Mass of body region', 'Coughing', 'Asthenia', 'Sighing respiration', 'Clouded consciousness', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-willing-are-you-to-have-the-corona-vaccine-early-on/show/3057037
66,"['Gonorrhea', 'Geroderma osteodysplastica', 'Idiopathic Multicentric Osteolyses', 'Hearing disability', 'Influenza', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'Myocardial Ischemia', 'Coronavirus Infections', 'Gray Platelet Syndrome', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Social-distancing-is-very-hit-OR-miss-Is-there-a-difference-between-N95-and-K-N95/show/3055692
67,"['STOMATOCYTOSIS I', 'Gonorrhea', 'Geroderma osteodysplastica', 'HEART PROBLEM', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Heart-problems-and-Covid-Travel/show/3056372
68,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Carpal Tunnel Syndrome', 'Common Cold', 'Influenza', 'Lung Diseases, Obstructive', 'Chronic Obstructive Airway Disease', 'Coronavirus Infections', 'Signs and Symptoms', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Am-I-safe/show/3056346
69,"['Allergic disposition', 'Fish-Eye Disease', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Im-going-nuts-because-of-coronavirus-Help-me-/show/3056146
70,"['Gonorrhea', 'Allergic disposition', 'Pharyngitis', 'Excessive tearing', 'Rhinorrhea', 'Feeling of lump in throat', 'Sore Throat', 'Dry cough', 'Coughing', 'Pain', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Sore-throat--some-dry-cough-and-weird-feeling-in-throat-Is-it-covid-19/show/3056147
71,"['Episodic ataxia type 1', 'Pelvic Organ Prolapse', 'Infections, Hospital', 'MRSA - Methicillin resistant Staphylococcus aureus infection', 'Sudden infant death syndrome', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Ulnar-mammary syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Skin lesion', 'Coronavirus Infections', 'Acute gastroenteritis', 'Myopic astigmatism', 'Cor pulmonale', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'microbial disease', 'Paramyotonia Congenita (disorder)', 'Gonorrhea', 'Geroderma osteodysplastica', 'Multiple Epiphyseal Dysplasia', 'STUVE-WIEDEMANN SYNDROME', 'Reflex Sympathetic Dystrophy', 'Staphylococcus aureus infection', 'Dwarfism', 'Dental caries', 'skin damage', 'Vomiting', 'Pain, Postoperative', 'Visual halos (disorder)', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Use-of-copper-and-UV-light-to-defeat-Coronavirus/show/3055430
72,"['Gonorrhea', 'Geroderma osteodysplastica', 'Influenza', 'Altered sensation of skin', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Can-a-deviated-septum-affect-accuracy-of-Covid-19-nasal-test/show/3055917
73,"[""Little's Disease"", 'Respiratory Distress Syndrome, Adult', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Oxygenation/show/3055989
74,"['Communicable Diseases', 'Chronic otitis media', 'Testicular regression syndrome', 'Juvenile-Onset Still Disease', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Revised-from-CDC-covid19-does-not-spread-easily-from-surfaces/show/3055707
75,"['Gonorrhea', 'Geroderma osteodysplastica', 'Pharyngitis', 'Chronic articular rheumatism', 'Diarrhea', 'Nausea', 'Sore Throat', 'Coughing', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-19--/show/3055774
76,"['Heartburn', 'Heartburn acidity', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Encouraging-results-for-pepcid-trial-today/show/3055400
77,"['Male Pseudohermaphroditism', ""Little's Disease"", 'Coughing', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/As-if-one-needed-another-reason-to-wear-a-mask/show/3055339
78,"['Gonorrhea', 'Geroderma osteodysplastica', 'Obesity', 'shock symptoms', 'Heart Diseases', 'Sexually Transmitted Diseases', 'Communicable Diseases', 'Influenza', 'Lung Diseases, Obstructive', 'Wolf-Hirschhorn Syndrome', 'Triglyceride storage disease with ichthyosis', 'Gray Platelet Syndrome', 'Flatulence', 'Gasping for breath', 'Rhinorrhea', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Flushing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-19-Panic/show/3055447
79,"['Gonorrhea', 'Geroderma osteodysplastica', 'Exanthema', 'Vasculitis', 'Testicular regression syndrome', 'Lupus Erythematosus, Discoid', 'Skin lesion', 'Coronavirus Infections', 'Edema of foot (finding)', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-Toes--what-are-they/show/3055065
80,"['Gonorrhea', 'Geroderma osteodysplastica', 'WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME', 'Pelvic Organ Prolapse', 'Myelitis, Acute Transverse', 'Van der Woude syndrome', ""Little's Disease"", 'Anemia, Diamond-Blackfan', 'Lung Diseases, Obstructive', 'Cancer-Associated Retinopathy', 'AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME', 'Coronavirus Infections', 'Neonatal Jaundice', 'Pain, Postoperative', 'gastrointestinal gas', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Best-practices-as-areas-reopen-corona-virus/show/3055270
81,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Pharyngitis', 'Exanthema', 'Chronic otitis media', 'Acute contagious conjunctivitis', 'Coronavirus Infections', 'Disease', 'Actual Inability To Taste', 'Anosmia', 'Diarrhea', 'Sore Throat', 'Dizziness', 'Myalgia', 'Headache', 'Tremor', 'Lightheadedness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/CDC-adds-six-new-symptoms-for-COVID-19/show/3055081
82,"['Infectious disease of lung', 'Severe Acute Respiratory Syndrome', 'Dysosteosclerosis', 'Pneumonia', 'Hemorrhagic Fevers, Viral', 'Multiple Epiphyseal Dysplasia', 'Chronic articular rheumatism', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Are-there-truly-any-medications-or-treatments-for-COVID-19/show/3055183
83,"['Chronic otitis media', 'Gray Platelet Syndrome', 'nan']",https://www.medhelp.org/posts/Coronavirus/Article-about-long-tail-form-of-Covid/show/3055598
84,"['Cerebrovascular accident', 'Blind Vision', 'Poliomyelitis', 'Fish-Eye Disease', 'Influenza', 'Testicular regression syndrome', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Hypersensitivity disease', 'MAMMARY-DIGITAL-NAIL SYNDROME', 'Acquired Immunodeficiency Syndrome', 'DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES', 'Reflex Sympathetic Dystrophy', 'Prieto X-linked mental retardation syndrome', 'Gray Platelet Syndrome', 'Anosmia', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/News-from-Remdesivir-tests/show/3055131
85,"[""Little's Disease"", 'Respiratory Tract Infections', 'Comatose', 'Acute Pneumonia', 'Disease', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Ventilators/show/3055192
86,"['Communicable Diseases', 'Sexually Transmitted Diseases', 'Chickenpox', 'Acute gastroenteritis', 'Virus Diseases', 'Malaise', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fever-during-Covid-infection-/show/3055001
87,"['Foramen Ovale, Patent', 'Pneumonia', 'Comatose', 'Respiratory Distress Syndrome, Adult', 'Lung diseases', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Severe Acute Respiratory Syndrome', 'Altitude Sickness', 'Infarction of spinal cord', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'Acute infectious lymphocytosis', 'Signs and Symptoms', 'Muscular stiffness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Can-Liquid-Breathing-help/show/3055036
88,"['Allergic disposition', 'Common Cold', 'Influenza', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Virus Diseases', 'Disease', 'Anosmia', 'Coughing', 'Chills', 'Dyspnea', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Loss-of-Smell--Taste/show/3055135
89,"['Communicable Diseases', 'Plague, Septicemic', 'Plague', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Marinesco-Sjogren syndrome', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Balkan Nephropathy', 'Infantile Neuroaxonal Dystrophy', 'Anus Diseases', 'Acquired Immunodeficiency Syndrome', 'Chronic otitis media', 'Refractive Errors', 'Disease', 'gastrointestinal gas', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Professor-Yitzhak-Ben-Israel-theory-that-Covid-will-go-away/show/3054960
90,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Influenza', 'Coronavirus Infections', 'Acute infectious lymphocytosis', 'Catch - Finding of sensory dimension of pain', 'Asthenia', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Why-cancer-patients-at-higher-risk-of-COVID-19/show/3054992
91,"['Cerebrovascular accident', 'Vascular Diseases', 'Acute gastroenteritis', 'Coronavirus Infections', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/-Stroke-reported-in-young-people-with-corona-virus-/show/3055064
92,"['Agenesis of corpus callosum', 'Carpal Tunnel Syndrome', 'Influenza', 'Cardiac Arrest', 'Pyotraumatic dermatitis', 'Gonorrhea', 'Geroderma osteodysplastica', 'Axenfeld-Rieger syndrome', 'Infantile Neuroaxonal Dystrophy', 'Malignant hyperpyrexia due to anesthesia', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Disease', 'gastrointestinal gas', 'Nervousness', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Thoughts-about-opening-up-the-US/show/3054913
93,"['nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/PCR-Test/show/3054900
94,"['Heart failure', 'Communicable Diseases', 'Common Cold', 'Influenza', 'Testicular regression syndrome', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Kidney Diseases', 'Coronavirus Infections', 'Gonorrhea', 'Geroderma osteodysplastica', 'Lung Problem', 'Chronic otitis media', 'Lung Diseases, Obstructive', 'Amelogenesis imperfecta nephrocalcinosis', 'Disease', 'Seizures', 'Multiple symptoms', 'Coughing', 'Respiratory distress', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Heart failure', 'Common Cold', 'Influenza', 'Kidney Diseases', 'Coronavirus Infections', 'Disease', 'Seizures', 'Illness (finding)', 'Multiple symptoms', 'Coughing', 'Respiratory distress', 'Nightmares', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/What-is-the-recovery-time-for-corona-virus/show/3054668
95,"['Common Cold', 'Influenza', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Would-herd-immunity-increase-faster-if-we-mixed--despite-POSSIBLY-more-deaths/show/3054965
96,"['Jet Lag Syndrome', 'Infantile Neuroaxonal Dystrophy', 'Wasting', 'Chronic Headache', 'Influenza', 'Other viral diseases NOS', 'Pyotraumatic dermatitis', 'Coronavirus Infections', 'Tired', 'Signs and Symptoms', 'Sighing respiration', 'Tremor', 'Depressed - symptom', 'chest burning', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Extension-of-Distancing-to-April-30/show/3054371
97,"['Pharyngitis', 'Common Cold', 'Coronavirus Infections', 'Sore Throat', 'Coughing', 'Sore to touch', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Uneasy-throat-from-2-weeksno-cough-or-feverDoI-need-to-get-tested-for-covid-19-/show/3054663
98,"['Chromosome 2q32-Q33 Deletion Syndrome', 'Dwarfism', 'Mass of body region', 'Tired', 'Kidney problem', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/-Coping-with-fear-during-pandemic/show/3054200
99,"['Strabismus', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-virus-and-habit-changes/show/3054572
100,"['Seizures', 'gastrointestinal gas', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-19-and-Good-Vibes/show/3054629
101,"['Arthropathy', 'Coronavirus Infections', 'Signs and Symptoms', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Incubation--symptom-date--herd-immunity-and-hospitaliization/show/3054713
102,"['Common Cold', 'Influenza', 'Cardiac Arrest', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/What-should-have-been-done/show/3054869
103,"['Pyotraumatic dermatitis', 'Seizures', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Plume-of-Air---Any-Risk/show/3054720
104,"['Pemphigus and fogo selvagem', 'Measles', 'Illness (finding)', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Risk-of-transmission-from-covid-on-packaging-from-air-flow/show/3054480
105,"['Ataxia Telangiectasia', 'Coronavirus Infections', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Pineapple-corona/show/3054497
106,"['Communicable Diseases', 'Coronavirus Infections', 'Coughing', 'Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/UK-doctors-breathing-idea-that-might-save-your-life/show/3054557
107,"['Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Are-Covid-tests-are-only-70-accurate-at-picking-up-positives--/show/3054538
108,"['Gigantism', 'Communicable Diseases', 'Common Cold', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Chronic Obstructive Airway Disease', 'Gout', 'HIV Infections', 'Measles', 'herpes', 'Cardiac Arrest', 'Herpesviridae Infections', 'Coronavirus Infections', 'Curb', 'Virus Diseases', 'Rheumatoid Arthritis', 'Severe Acute Respiratory Syndrome', 'Lupus Erythematosus', 'Inflammatory disorder', 'Malaria', 'Macrophage Activation Syndrome', 'Weakness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Whats-next-for-the-Covid19-virus/show/3053987
109,"['Hay fever', 'Myocardial Infarction', 'Asthma', 'Bronchitis', 'Coronavirus Infections', 'Heartburn', 'Chest Pain', 'digestive problem', 'bowel discomfort', 'Chest tightness', 'Coughing', 'Pain', 'Dyspnea', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-it-possible-I-have-corona/show/3054285
110,"['Hypertensive disease', 'Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'Diabetes Mellitus', 'Common Cold', 'Cardiovascular Diseases', 'Influenza', 'Papillon-Lefevre Disease', 'Septicemia', 'Coronavirus Infections', 'Disease', 'Overweight', 'HEART PROBLEM', 'Headache', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Dear-expert/show/3054293
111,"['Coronavirus Infections', 'Coughing', 'nan']",https://www.medhelp.org/posts/Coronavirus/corona-transmission-/show/3054362
112,"['Anosmia', 'Ageusia']",https://www.medhelp.org/posts/Coronavirus/losing-taste-and-smell-first-sign-of-covid-19/show/3054422
113,"['Fatigue', 'Cough with fever', 'Dyspnea', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-risk/show/3054315
114,"['Digitorenocerebral Syndrome', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'Coronavirus Infections', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-long-does-corona-virus-live-on-clothes/show/3054510
115,"['Sinusitis', 'Goldberg-Shprintzen megacolon syndrome', 'Pharyngitis', 'Respiratory Tract Infections', 'Common Cold', 'cold symptoms', 'Upper Respiratory Infections', 'Coronavirus Infections', 'Rhinorrhea', 'Nasal congestion (finding)', 'Illness (finding)', 'Sore Throat', 'Dry cough', 'Dyspnea', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Sore-throat-during-antibiotic-treatment/show/3054210
116,"['Hepatic methionine adenosyltransferase deficiency', 'Communicable Diseases', 'Spastic syndrome', 'Cerebellar decompression injury', 'Pemphigus and fogo selvagem', 'Measles', 'HIV Infections', 'Catch - Finding of sensory dimension of pain', 'Myalgia', 'Gait, Drop Foot', 'Coughing', 'Sighing respiration', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-many-are-staying-at-home-Social-distancing-Isolating-Self-quaranting/show/3054194
117,"['Pharyngitis', 'Common Cold', 'Influenza', 'Coronavirus Infections', 'Rhinorrhea', 'Nasal congestion (finding)', 'Ache', 'Sore Throat', 'Coughing', 'Pain', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Should-I-be-worried/show/3054205
118,"['Infantile Neuroaxonal Dystrophy', 'Common Cold', 'Influenza', 'Chronic Obstructive Airway Disease', 'Respiration Disorders', 'Coronavirus Infections', 'Syncope, Cardiogenic', 'Dry cough', 'Coughing', 'Pain', 'Bloodshot eye', 'Redness of eye', 'Sore to touch', 'Dyspnea', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/sudden-overnight-bloodshot-eye/show/3054286
119,"['Sinusitis', 'Communicable Diseases', 'Goldberg-Shprintzen megacolon syndrome', 'Pharyngitis', 'Herpes Labialis', 'Common Cold', 'cold symptoms', 'Myocardial Infarction', 'Coronavirus Infections', 'Virus Diseases', 'Gasping for breath', 'Chest Pain', 'Nocturnal cough', 'Headache', 'panic symptoms', 'Flushing', 'Pain', 'Nasal congestion (finding)', 'Sore Throat', 'Dizziness', 'Has tingling sensation', 'Coughing', 'Clouded consciousness', 'Dyspnea', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/I-started-to-have-mild-fever-every-afternoon-before-the-onset-of-Coronavirus-/show/3054037
120,"['Communicable Diseases', 'Immune System Diseases', 'HIV Infections', 'Hepatitis C', 'Coronavirus Infections', 'Diarrhea', 'Vomiting', 'Catch - Finding of sensory dimension of pain', 'Weakness', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Do-Certain-Blood-Types-Make-You-More-or-Less-Likely-To-Get-Covid/show/3054156
121,"['Hepatitis C', 'Coronavirus Infections', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-19-Lung-Damage/show/3054163
122,"['Infantile Neuroaxonal Dystrophy', 'Severe Acute Respiratory Syndrome', 'Digitorenocerebral Syndrome', 'Migraine Variant', 'Influenza', 'Coronavirus Infections', 'Seizures', 'impending doom', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Dealing-with-anxiety-and-depression-associated-with-corona-virus-covid-19/show/3054004
123,"['Meckel syndrome type 1', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Coronavirus Infections', 'Disease', 'Signs and Symptoms, Respiratory', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Article-says-olfactory-issues-may-be-the-first-symptom-people-should-look-for/show/3054175
124,"['Obesity', 'Gastroesophageal reflux disease', 'Pulmonary Emphysema', 'Acquired Immunodeficiency Syndrome', 'Myocardial Infarction', 'Chronic Obstructive Airway Disease', 'Mild chronic obstructive pulmonary disease', 'Coronavirus Infections', 'Constipation', 'Overweight', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/breathing-issues-for-a-long-time-scared-Im-going-to-die-please-respond-asap/show/3054176
125,"['Hypertensive disease', 'Scurvy', 'Plague', 'Dehydration', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Staring', 'Cardiac Arrest', 'Septicemia', 'Coronavirus Infections', 'Virus Diseases', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronary heart disease', 'Disease', 'Diarrhea', 'Weakness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Healthy-immune-system-for-Corona-Virus/show/3053936
126,"['Heart Diseases', 'Severe Acute Respiratory Syndrome', 'Diabetes Mellitus', 'Influenza', 'Coronavirus Infections', 'HEART PROBLEM', 'Death anxiety', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/What-qualifies-as-high-risk--exactly/show/3054128
127,"['Mitral Valve Prolapse Syndrome', 'Acute viral disease', 'Communicable Diseases', 'Aplasia Cutis Congenita', 'Atherosclerosis', 'Influenza', 'Cardiovascular Diseases', 'Septicemia', 'Coronavirus Infections', 'Congestive heart failure', 'Disease', 'Seizures', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Mitral-regurgitation----am-I-at-risk-with-COVID-19/show/3054129
