PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts,Title,Author,Total_Replies,Total_Weight
26,"['Mass of body region', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-rapid-testing-the-answer/show/3058376,"[nan, nan, nan]","[nan, '5 minutes Office visit', nan]","[nan, nan, 'Hippocampus Proper']",is rapid testing the answer?,/personal_pages/user/19040740,12,601.9230769230769
27,"['Chronic disease', 'Coronavirus Infections', 'Asymptomatic Diseases', 'BODY ACHE', 'Lightheadedness', 'Chills', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/When-did-you-turn-positive-after-your-exposure/show/3062092,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'nursing therapy', 'Quarantine', 'Spatial guidance for medical procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Lanugo', 'Nose']",when did you turn positive after your exposure?,/personal_pages/user/4941962,1,51.851851851851855
28,"['Pyotraumatic dermatitis', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-Transmission-Risk-from-surfaces/show/3059159,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 'Therapeutic tactile stimulation', nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Supernumerary mandibular right central primary incisor', 'Wing', 'Hand', 'Entire throat (surface region of neck)', 'Eye', 'Entire hand', 'Entire ear', 'Nose', 'Upper lip structure']",corona transmission risk from surfaces?,/personal_pages/user/20902980,4,201.78571428571428
29,"['Communicable Diseases', 'Influenza', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Traveling-by-plane-with-baby-COVID-19/show/3058645,"[nan, nan, nan, nan, nan]","[nan, nan, 'Quarantine', 'Incision and drainage', nan]","[nan, nan, nan, nan, 'Hand']",traveling by plane with baby covid 19,/personal_pages/user/20902334,8,401.7241379310345
30,"['Severe Acute Respiratory Syndrome', 'Pulmonary Emphysema', 'Pulmonary Fibrosis', 'Influenza', 'Papillon-Lefevre Disease', 'Dengue Fever', 'BODY ACHE', 'Sore Throat', 'Weakness', 'Chills', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fever-for-4-days-covid/show/3061310,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Incision and drainage', 'Urgent Procedure']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",fever for 4 days covid??,/personal_pages/user/20903481,6,301.6666666666667
31,"['Secondary bacterial pneumonia', 'Smallpox', 'Communicable Diseases', 'Infectious disease of lung', 'Aspergilloma', 'Poliomyelitis', 'Pneumonia', 'Respiratory Tract Infections', 'Influenza', 'Mycoses', 'Pneumonia, Bacterial', 'Coronavirus Infections', 'Hemorrhagic Fever, Ebola', 'Trigger Finger Disorder', 'Bacterial Infections', 'Virus Diseases', 'primary infection nos', 'Sepsis', 'Mumps', 'Asthma', 'Secondary Infections', 'Disease', 'rundown', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Does-a-pneumonia-vaccination-make-the-illness-less-severe/show/3054130,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', 'Vaccination', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Immune System Part', 'Entire respiratory tract', 'Pharyngeal structure', 'Lung']",does a pneumonia vaccination make the illness less severe,/personal_pages/user/20857147,8,401.61290322580646
32,"['Communicable Diseases', 'Coinfection', 'Virus Diseases']",https://www.medhelp.org/posts/Coronavirus/Can-you-get-covid-twice/show/3061356,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",can you get covid twice?,/personal_pages/user/18524847,4,201.5625
33,"['Dermatologic disorders', 'Connective Tissue Diseases', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/NASAL-SWAB-AND-CFS-LEAK/show/3058827,"[nan, nan, nan, nan]","[nan, nan, 'Incision and drainage', nan]","[nan, nan, nan, 'Entire nose']",nasal swab and cfs leak,/personal_pages/user/20898573,2,101.51515151515152
34,"['Obesity', 'Hypertensive disease', 'Diabetes Mellitus', 'Lung diseases', 'Chronic disease', 'Kidney Diseases', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Resources-Info---Prevention--High-Risk--Symptoms--Social-Distancing-and-Flattening-the-Curve/show/3053982,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Prophylactic treatment', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Hippocampus Proper', 'Lung']","resources/info - prevention, high risk, symptoms, social distancing and flattening the curve",/personal_pages/user/707563,4,201.47058823529412
35,"['Hypertensive disease', 'Diabetes Mellitus', 'Asthma', 'Seizures', 'Signs and Symptoms', 'Coughing', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Has-Covid-cause-your-depression-to-get-worse/show/3058897,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Meditation Therapy', 'Incision and drainage', 'Isolation procedure', 'Exercise Pain Management', 'Therapeutic procedure', 'diabete system', 'Fitting of shoe']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",has covid cause your depression to get worse?,/personal_pages/user/20899570,6,301.42857142857144
36,"['Osteoporosis', 'Vitamin D Deficiency', 'Disease', 'Flushing', 'Clouded consciousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Covid-Home-kit-vs-Kaiser-Testing/show/3062095,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Treated with', 'DRUGS', 'nursing therapy', 'Interventional procedure', 'Detection', 'Dietary Supplementation', 'Therapeutic procedure', 'Cardiac Lead Procedure', 'Peripheral Electronic Nerve Stimulation', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Hand', 'Distal intermedial ridge of tibia', 'Skeletal bone']",covid home kit vs kaiser testing,/personal_pages/user/20904740,8,401.3888888888889
37,"['Obesity', 'Common Cold', 'Interstitial emphysema', 'Coronavirus Infections', 'Pyotraumatic dermatitis', 'Disease', 'Signs and Symptoms', 'Overweight', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Extra-Pounds-increases-your-odds-of-a-bad-Covid-19-Outcome/show/3058808,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', 'Incision and drainage', 'Prophylactic treatment', 'Special Diet Therapy', 'Exercise Pain Management', 'special diet', 'Insertion of pack (procedure)', nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Heart', 'Quarter of the Udder', '20s', 'Entire face', 'Lung', 'Skeletal bone']",extra pounds increases your odds of a bad covid 19 outcome?,/personal_pages/user/973741,3,151.35135135135135
38,"['flu symptoms', 'Anorexia', 'Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'Immune System Diseases', 'Macrophage Activation Syndrome', 'Influenza', 'Measles', 'Ageusia', 'BODY ACHE', 'Fatigue', 'Dry cough', 'Clouded consciousness', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Fever-reported-in-most-hospitalized-Covid-patients/show/3058647,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'DRUGS', 'Injection of therapeutic agent', 'Current Therapy', 'Incision and drainage', 'Detection', 'Therapeutic procedure', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'bony process', 'Entire face']",fever reported in most hospitalized covid patients,/personal_pages/user/19040740,14,701.3157894736842
39,"['Hepatic methionine adenosyltransferase deficiency', 'Communicable Diseases', 'Bone Cysts, Aneurysmal', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/New-Coronavirus-Forum-Policy---Effective-Immediately/show/3062163,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Expression procedure', 'removal technique', 'Prophylactic treatment', 'Therapeutic procedure', 'Discussion (procedure)', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head']",new coronavirus forum policy - effective immediately,/personal_pages/user/3147776,4,201.28205128205127
40,"['Communicable Diseases', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Car-ride-and-covid/show/3058150,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Quarantine', 'Incision and drainage', 'Spatial guidance for medical procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hippocampus Proper', 'Foot']",car ride and covid?,/personal_pages/user/20896978,12,601.25
41,"['Disease', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-and-Holiday-Gatherings/show/3061435,"[nan, nan]","[nan, 'Incision and drainage']","[nan, nan]",covid and holiday gatherings,/personal_pages/user/3191940,8,401.219512195122
42,"['Communicable Diseases', 'Pharyngitis', 'Pneumonia', 'Common Cold', 'Comatose', 'Influenza', 'Chronic Obstructive Airway Disease', 'Coronavirus Infections', 'Obesity', 'Anorexia', 'Infantile Neuroaxonal Dystrophy', 'Lupus Erythematosus', 'Diabetes', 'Malaria', 'cold symptoms', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Asthma attack', 'Disease', 'Flatulence', 'Seizures', 'Feeling strange', 'out (of) breath', 'Feeling Sick', 'Respiratory problems', 'Malaise', 'Fatigue', 'Signs and Symptoms, Respiratory', 'Tremor', 'Rhinorrhea', 'Single organ dysfunction', 'Ageusia', 'Illness (finding)', 'Nausea', 'Sore Throat', 'Abdominal bloating', 'Dry cough', 'Coughing', 'Decrease in appetite', 'Nightmares', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-19/show/3054074,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Azithromycin 500 MG', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Quarantine', 'Supervision (regime/therapy)', 'Administration procedure', 'Incision and drainage', 'Steam inhalations', 'Procedures involving the use of pharmaceuticals', 'Cardiac Lead Procedure', 'cisplatin/ifosfamide/mesna/mitomycin protocol', 'DRUGS', 'Treatment Protocols', 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Surgical shortening - action', 'Exercise Pain Management', 'Therapeutic procedure', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Belly of skeletal muscle', 'Heart', 'Nasopharynx', 'Comb animal structure', 'Pharyngeal structure', 'Gut', 'bony process', 'Brain', 'Lanugo', 'Lung', 'Body part']",covid-19,/personal_pages/user/1840244,15,751.1904761904761
43,"['Communicable Diseases', 'Ataxia Telangiectasia', 'Cerebellar decompression injury', 'Common Cold', 'Influenza', 'Chronic disease', 'Coronavirus Infections', 'Genital infection', 'Disease', 'Upset stomach', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Conflicting-information-on-corona-on-surfaces-/show/3057629,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Soaking Procedure', 'Physical therapy', 'Obstetric Delivery', 'Quarantine', 'Therapeutic tactile stimulation', 'Influenza vaccination', 'Incision and drainage', 'Sterilization for infection control', 'Exercise Pain Management', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Toes', 'Heart', 'Hand', 'Distal intermedial ridge of tibia', 'Eye', 'Airway structure', 'Shell - Animal skin appendage', 'bony process', 'Lanugo', 'Nose']",conflicting information on corona on surfaces.,/personal_pages/user/973741,12,601.1627906976744
44,"['Coronavirus Infections', 'Signs and Symptoms', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/COVID-and-blood-type/show/3062254,"[nan, nan, nan, nan]","[nan, nan, 'Therapeutic procedure', nan]","[nan, nan, nan, 'Tail fluke (body structure)']",covid and blood type,/personal_pages/user/4941962,4,201.13636363636363
45,"['Allergic disposition', 'Infantile Neuroaxonal Dystrophy', 'Severe Acute Respiratory Syndrome', 'Cardiac Arrest', 'Upper Respiratory Infections', 'Coronavirus Infections', 'HEART PROBLEM', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Lightheadedness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Are-you-wearing-a-mask-Thoughts-on-them/show/3054571,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Obstetric Delivery', 'Quarantine', 'Therapeutic tactile stimulation', 'Exercise Pain Management', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Hand', 'Entire face', 'Nose']",are you wearing a mask? thoughts on them?,/personal_pages/user/20867090,17,851.1111111111111
46,"['Influenza', 'Coronavirus Infections', 'Seizures', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Redfield-says-masks-might-have-a-better-effect-than-a-vaccine/show/3058229,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Childhood Immunization', 'Quarantine', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Entire eye', 'bony process', 'Quarter of the Udder', 'Entire face']",redfield says masks might have a better effect than a vaccine.,/personal_pages/user/19040740,5,251.08695652173913
47,"['Communicable Diseases', 'Pneumonia', 'Chronic Obstructive Airway Disease', 'Disease', 'out (of) breath', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-my-medical-history-putting-me-in-more-dangeri-/show/3057097,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'Lobectomy', 'Drainage procedure']","[nan, nan, nan, nan, nan, nan, nan]",is my medical history putting me in more danger?i,/personal_pages/user/20899969,6,301.06382978723406
48,"['Allergic disposition', 'Pharyngitis', 'Vasculitis', 'cold symptoms', 'Alopecia', 'Tired', 'out (of) breath', 'Fatigue', 'Photopsia', 'Sore Throat', 'nan', 'nan', 'nan', 'Gonorrhea', 'Geroderma osteodysplastica', 'Allergic disposition', 'Oculocerebrocutaneous syndrome', 'Sexually Transmitted Diseases', 'Pharyngitis', 'Vasculitis', 'cold symptoms', 'Lung Diseases, Obstructive', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Flatulence', 'Tired', 'out (of) breath', 'Fatigue', 'Photopsia', 'Sore Throat', 'Pain', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Long-Haulers-post-covide-infection/show/3057935,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol', nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Thyroid Gland', 'Nose', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Thyroid Gland', 'Structure of supraoptic nucleus', 'Hair Specimen', 'Nose']",long haulers post covide infection,/personal_pages/user/973741,1,51.041666666666664
49,"['Blind Vision', 'Communicable Diseases', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Pulmonary congestion', 'Wolf-Hirschhorn Syndrome', 'Hepatic Encephalopathy', 'Coronavirus Infections', 'PROGRESSIVE ENCEPHALOMYELITIS WITH RIGIDITY', 'Acute gastroenteritis', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Lupus Erythematosus', 'Toxic liver disease', 'Acute infectious disease', 'Retinal damage', 'Multiple Epiphyseal Dysplasia', 'Gray Platelet Syndrome', 'Carpal Tunnel Syndrome', 'Common Cold', 'Influenza', 'Liver Abscess, Amebic', 'Papillon-Lefevre Disease', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gonorrhea', 'Allergic disposition', 'Dysosteosclerosis', ""Little's Disease"", 'Malaria', 'Rosacea', 'Prieto X-linked mental retardation syndrome', 'Disease', 'Signs and Symptoms', 'Muscular stiffness', 'HEART PROBLEM', 'Sighing respiration', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Anecdotal-evidence-hydroxychloroquine-works-from-doctors-in-different-locations/show/3054385,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Treated with', 'on anti-coagulants', 'Induced abortion (procedure)', 'Placebos', 'altretamine/carmustine/mitomycin', 'AID - Artificial insemination by donor', 'Diversion procedure', 'bleomycin/methotrexate/vincristine protocol', 'Tannenbaum electroanalgesia method', 'Etoposide/Ifosfamide/Mesna/Mitoxantrone', 'Hypophysectomy', 'Procedures involving the use of pharmaceuticals', 'Osteogenesis, Distraction', 'Modest-Temperature Hyperthermia', 'Blood Transfusion', 'Surgical repair', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Trans-hiatal esophagectomy', 'Release (procedure)', 'Surgical shortening - action', 'Therapeutic procedure', 'ifosfamide/lomustine/vinblastine', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of retinal pigment epithelium', 'Retina', 'Eye', 'medullary pyramid', 'Structure of trigeminal nerve superior sensory nucleus', 'Blood Vessel', 'Lung', 'Organ', 'Anus', 'Structure of putamen', 'Common carotid artery', 'Downy hair', 'Foot']",anecdotal evidence hydroxychloroquine works from doctors in different locations,/personal_pages/user/19040740,5,251.0204081632653
50,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Sexually Transmitted Diseases', 'Infantile Neuroaxonal Dystrophy', 'Palmar-plantar erythrodysesthesia syndrome', 'Common Cold', 'Influenza', 'Mandibuloacral dysostosis', 'Chronic articular rheumatism', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Gasping for breath', 'Shoulder stiff', 'Multiple symptoms', 'Coughing', 'Exhaustion', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Is-it-ethical-for-a-Dr-with-withhold-high-risk-coronavirus-exposure-and-symptoms/show/3058587,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Treated with', 'Single Embryo Transfer', 'Quarantine', 'Group reassurance', 'Incision and drainage', 'Anesthesia procedures', 'Reminding', 'Discussion (procedure)', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Primary operation', 'HAC protocol', 'Exploration procedure', nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of spectacle (body structure)', 'Structure of putamen', 'Pharyngeal structure', 'Tooth structure', 'Brain', 'Entire face', 'Entire ear', 'Lung', 'Hair Specimen']",is it ethical for a dr with withhold high risk coronavirus exposure and symptoms?,/personal_pages/user/20902262,7,351.0
51,"['Gonorrhea', 'Geroderma osteodysplastica', 'flu symptoms', 'Bleeding ulcer', 'Pneumonia', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Lung Diseases, Obstructive', 'Coronavirus Infections', 'Acute gastroenteritis', 'Influenza-like symptoms', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/Corona-amping-up-AND-Flu-season/show/3057799,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'ZINC LOZENGE', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Quarantine', 'Injection of therapeutic agent', 'Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Surgical shortening - action', 'Osteogenesis, Distraction', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Wing', 'Common carotid artery', 'inferior olivary eminence']",corona amping up and flu season,/personal_pages/user/973741,2,100.98039215686275
52,"['Gonorrhea', 'Geroderma osteodysplastica', 'Communicable Diseases', 'Palmar-plantar erythrodysesthesia syndrome', 'Fish-Eye Disease', 'Algoneurodystrophy', 'Lung Diseases, Obstructive', 'Amelogenesis imperfecta nephrocalcinosis', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'Signs and Symptoms', 'Nervousness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://www.medhelp.org/posts/Coronavirus/How-can-babysitters-protect-themselves-during-COVID/show/3057526,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Single Embryo Transfer', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Excision of axillary lymph nodes', 'Marital Therapy', 'Therapeutic procedure', 'Teleradiotherapy procedure', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Structure of putamen', 'Entire face']",how can babysitters protect themselves during covid?,/personal_pages/user/20900586,4,200.96153846153845
