PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts,Title,Author,Total_Replies,Total_Weight
40,"['Migraine Disorders', 'Sinusitis', 'Prediabetes syndrome', 'Communicable Diseases', 'Gastroesophageal reflux disease', 'Pharyngitis', 'Fish-Eye Disease', 'Pneumonia', 'Conjunctivitis', 'Tonsillitis', 'Coronavirus Infections', 'Vitamin Deficiency', 'Autoimmune Diseases', 'Recurrent disease', 'Malnutrition', 'Disease', 'Seizures', 'Diarrhea', 'Exanthema', 'Fatigue', 'Burning sensation', 'Pain', 'Breathing abnormally deep', 'spells (neurological symptom)', 'Anosmia', 'Neck Pain', 'Nausea', 'Influenza-like symptoms', 'lump in throat', 'Earache', 'Arm Pain', 'Clouded consciousness', 'Chest Pain', 'out (of) breath', 'headache severe', 'Upset stomach', 'Back Pain', 'Tremor', 'Prickling sensation', 'Nasal congestion (finding)', 'Sore Throat', 'chest heaviness', 'skin color change', 'digestive problem', 'Signs and Symptoms', 'Glossalgia', 'Headache', 'Stinging Sensation', 'Skin symptom', 'Nose symptoms', 'Chest pressure', 'Exhaustion', 'Arthralgia', 'swollen glands in neck', 'Stomach ache', 'Has tingling sensation', 'Coughing', 'Pharyngeal dryness', 'Upper back pain', 'Ache', 'BODY ACHE', 'Myalgia', 'Rhinorrhea', 'Difficulty sleeping', 'Chest tightness', 'Dizziness', 'Weakness', 'Depressed - symptom', 'Frontal headache', 'Dyspnea', 'Sore to touch', 'Chills', 'Hoarseness', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Transjugular intrahepatic portosystemic shunt procedure', 'Drainage procedure', 'Meditation Therapy', 'Yoga', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Exercise Pain Management', 'Spatial guidance for medical procedure', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Trachea', 'Toes', 'Heart', 'Mandibular right first molar', 'Hand', 'Entire throat (surface region of neck)', 'Eye', 'Stomach', 'Upper body structure', 'Brain', 'Intestines', 'Leg Bones', 'Skeletal bone', 'Nose', 'Entire neck', 'Entire upper arm', 'Esophagus', 'Forearm']",covid-9 symptoms for 9+ weeks,/forums/profiles/dane15-1313449,32,1601.25
41,"['Diarrhea', 'Coughing', 'Sleeplessness', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/someone-please-help-me--754706,"[nan, nan, nan, 'Melatonin Pill', nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Entire stomach', 'Eye']",someone please help me...,/forums/profiles/dimian26624-1354781,0,1.2195121951219512
42,"['Prurigo', 'Exanthema', 'Pruritus', 'Muscle Cramp', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-rash-4-weeks-later-754432,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Right scapula', 'Entire stomach']",covid - 19 - rash 4 weeks later,/forums/profiles/frankie46623-1353936,2,101.19047619047619
43,"['Cerebrovascular accident', 'Urinary tract infection', 'nan', 'nan']",https://patient.info//forums/discuss/please-look-i-believe-my-mom-is-a-long-hauler-any-advice-or-comments-appreciated-754666,"[nan, nan, nan, nan]","[nan, nan, 'Physical therapy exercises', nan]","[nan, nan, nan, 'Foot']","please look - i believe my mom is a ""long hauler"" - any advice or comments appreciated",/forums/profiles/robert13185-1344780,0,1.1627906976744187
44,"['Severe Acute Respiratory Syndrome', 'Clouded consciousness']",https://patient.info//forums/discuss/test-postive-754634,"[nan, nan]","[nan, nan]","[nan, nan]",test postive,/forums/profiles/anthony6615-1354517,0,1.1363636363636365
45,"['Pneumonia', 'Tired', 'taste sweet', 'Weakness', 'nan']",https://patient.info//forums/discuss/covid-anosmia-no-smell-or-taste--752925,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Therapeutic procedure']","[nan, nan, nan, nan, nan]",covid anosmia - no smell or taste?,/forums/profiles/chris81087-1311653,12,601.1111111111111
46,"['Communicable Diseases', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/positive-pcr-test-v-negative-lft-test-754269,"[nan, nan, nan, nan]","[nan, 'Vaccination', 'Adult care', nan]","[nan, nan, nan, 'bony process']",positive pcr test v negative lft test,/forums/profiles/kimfidget65-1353515,2,101.08695652173913
47,"['Stomach ache', 'Exanthema', 'Pins and needles', 'Headache', 'Coughing', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/dexamethasone-side-effects-754446,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, 'Hand', 'Foot']",dexamethasone - side effects,/forums/profiles/zoe04043-1353982,0,1.0638297872340425
48,"['Morning headache', 'Headache']",https://patient.info//forums/discuss/covid-headaches-754325,"[nan, nan]","[nan, nan]","[nan, nan]",covid headaches,/forums/profiles/ryan82771-1353639,0,1.0416666666666667
49,"['BODY ACHE', 'Fatigue', 'Pain', 'Dyspnea', 'Vascular Diseases', 'Lung Diseases, Obstructive', 'BODY PAIN', 'Fatigue', 'Pain', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/symptoms-after-9-days--754094,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HAC protocol']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",symptoms after 9 days !!,/forums/profiles/jean-claud24755-1353168,2,101.0204081632653
50,"['Communicable Diseases', 'Anosmia', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/contact-and-intimacy-after-covid-754170,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Cardiac Lead Procedure', nan]","[nan, nan, nan, nan, nan, nan, 'Entire face']",contact and intimacy after covid,/forums/profiles/cs043-1353339,0,1.0
51,"['Infectious disease of lung', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-fever-for-13-straight-days--754155,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Treated with', 'Injection of therapeutic agent', 'Cardiac Lead Procedure', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Entire breast']",covid fever for 13 straight days?,/forums/profiles/tiskets-1353293,0,0.9803921568627451
52,"['Subacute thyroiditis', 'Deep Vein Thrombosis', 'Lung Diseases, Obstructive', 'Exhaustion', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/medical-industry-covid-753918,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Beak', 'Structure of supraoptic nucleus', 'Blood Vessel']",medical industry / covid,/forums/profiles/darren11200-1352752,0,0.9615384615384616
53,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hamman-Rich syndrome', 'Hepatorenal Syndrome', 'nan', 'nan']",https://patient.info//forums/discuss/brother-iterminal-i-ll-with-cancer-can-i-visit-in-lockdown-s-753765,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'Universal Precautions']","[nan, nan, nan, nan, nan, nan]",brother iterminal ill with cancer can i visit in lockdown ? s,/forums/profiles/kevinunited1987-1352318,2,100.94339622641509
54,"['Gastroesophageal reflux disease', 'Nausea', 'Abdominal bloating', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/gastroenteritis-753678,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Entire putamen', 'Entire throat (surface region of neck)', 'Stomach']",gastroenteritis,/forums/profiles/sharon55939-1308752,4,200.92592592592592
55,"['cold symptoms', 'Lung Diseases, Obstructive', 'Coughing', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/overwhelming-anxiety-from-covid-news-articles-753768,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Local anesthetic thoracic epidural block', 'Meditation Therapy', 'Thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Lung']",overwhelming anxiety from covid news articles,/forums/profiles/tim71227-1352307,2,100.9090909090909
56,"['Rib pain', 'Dyspnea', 'nan']",https://patient.info//forums/discuss/long-covid-rib-and-shoulder-pain-does-anyone-have-this-symptom-thanks-753777,"[nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia']","[nan, nan, nan]",long covid - rib and shoulder pain - does anyone have this symptom? thanks,/forums/profiles/grace19076-1351968,0,0.8928571428571429
57,"['Malignant hyperpyrexia due to anesthesia', 'Nausea', 'Asthenia']",https://patient.info//forums/discuss/should-my-mother-do-second-vaccine--753659,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",should my mother do second vaccine?,/forums/profiles/gil00461-1351999,2,100.87719298245614
58,"['Algoneurodystrophy', 'Exanthema', 'Dyssomnias', 'Lung Diseases, Obstructive', 'Hypotrichosis simplex', 'Acute gastroenteritis', 'Nausea', 'Pruritus', 'nan', 'nan']",https://patient.info//forums/discuss/covid-still-hanging-on--753740,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Excision of axillary lymph nodes', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Foot']",covid still hanging on.,/forums/profiles/bianca-8654,0,0.8620689655172413
59,"['Dandy-Walker Syndrome', 'BODY PAIN', 'out (of) breath', 'Dizziness', 'Headache', 'Asthenia']",https://patient.info//forums/discuss/12-weeks-out-and-i-m-dizzy-and-help--753702,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]",12 weeks out and im dizzy and help!,/forums/profiles/nicole0003-1344720,2,100.84745762711864
60,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Coronavirus Infections', 'Muscular fasciculation', 'Muscle twitch', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/muscle-twitching-after-covid--753669,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Entire head', 'Structure of putamen', 'Stomach']",muscle twitching after covid?,/forums/profiles/dobmaister-1342535,0,0.8333333333333334
61,"['Gonorrhea', 'Geroderma osteodysplastica', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/should-i-isolate--753612,"[nan, nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure']","[nan, nan, nan, nan, nan]",should i isolate?,/forums/profiles/bobtomalo28-1351887,0,0.819672131147541
62,"['Gonorrhea', 'Geroderma osteodysplastica', 'Punctate inner choroidopathy', 'Hay fever', 'Pharyngitis', 'Exanthema', 'Skin Diseases, Infectious', 'Dermatitis', 'Rhinorrhea', 'Nausea', 'Sore mouth', 'Sore Throat', 'Pruritus', 'red blotches', 'Coughing', 'Pain', 'Nervousness', 'Burning feet', 'Erythema', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/red-skin-marks-752844,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Directly Observed Therapy', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'medial amygdalar nucleus', 'Respiratory Diaphragm', 'Toes', 'Entire putamen', 'Tongue', 'Entire foot', 'Entire face', 'Foot', 'Entire breast', 'Entire upper limb']",red skin marks,/forums/profiles/jan34534-998356,10,500.80645161290323
63,"['Multi-infarct dementia', 'Gonorrhea', 'Geroderma osteodysplastica', 'Hypertensive disease', 'Amyotrophic Lateral Sclerosis, Sporadic', 'POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE', 'CONOTRUNCAL ANOMALY FACE SYNDROME', 'Disease', 'Chest Pain', 'Ache', 'Chest tightness', 'Pain in left shoulder', 'Pain', 'Arm Pain', 'Dyspnea', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/chest-pain-for-10-days-751407,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Ligamentous articular strain technique', 'Stretching exercises', 'Bathing', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Bone structure of rib', 'Heart', 'Breast', 'Left upper arm structure', 'Entire finger', 'Entire left hand', 'Blood Vessel', 'Downy hair', 'Entire neck', 'Entire upper limb']",chest pain for 10 days,/forums/profiles/tiffany93705-1346477,8,400.7936507936508
64,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'BODY PAIN', 'Slow respiration', 'Pain', 'Breathing abnormally deep', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/38-with-covid-i-m-scared-to-death-751864,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Meditation Therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Calming', nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Respiratory Diaphragm', 'Pharyngeal structure', 'Stomach', 'Entire breast']",38 with covid im scared to death,/forums/profiles/seantn6-1347683,14,700.78125
65,"[""Little's Disease"", 'Diarrhea', 'Vomiting', 'BODY PAIN', 'Posterior rhinorrhea', 'Fatigue', 'Burning sensation', 'Headache', 'Throat irritation', 'Pain', 'Nasal congestion (finding)', 'Nausea', 'Has tingling sensation', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/did-anyone-experience-these-symptoms-while-infected--753425,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",did anyone experience these symptoms while infected?,/forums/profiles/bb24689-1351419,4,200.76923076923077
66,"['Testicular regression syndrome', 'nan']",https://patient.info//forums/discuss/covid-advice-work-related-help-please-753593,"[nan, nan]","[nan, 'Isolation procedure']","[nan, nan]","covid advice work related, help please",/forums/profiles/kl30094-1351835,0,0.7575757575757576
67,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Diseases, Obstructive', 'nan', 'nan']",https://patient.info//forums/discuss/covid-please-help-753502,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, 'Nose']",covid please help,/forums/profiles/madelyn06343-1345531,2,100.74626865671642
68,"['Gonorrhea', 'Geroderma osteodysplastica', 'Common Cold', 'Influenza', 'SHORT STATURE, IDIOPATHIC, X-LINKED', 'Acute gastroenteritis', 'Disease', 'Anosmia', 'Signs and Symptoms', 'Coughing', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-752791,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nucleus Accumbens', 'Nose']",covid,/forums/profiles/tashina10907-1349872,6,300.7352941176471
69,"['Gonorrhea', 'Geroderma osteodysplastica', 'Acute gastroenteritis', 'Coughing', 'Dyspnea']",https://patient.info//forums/discuss/covid-19-day-12-and-still-having-a-fever-753343,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",covid 19 day 12 and still having a fever,/forums/profiles/daria32399-1351217,2,100.72463768115942
70,"['nan', 'nan']",https://patient.info//forums/discuss/covid-vaccination-and-alcohol-753382,"[nan, nan]","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Vaccination']","[nan, nan]",covid vaccination and alcohol,/forums/profiles/groupcaptain-1351298,0,0.7142857142857143
71,"['Gonorrhea', 'Geroderma osteodysplastica', 'PREMATURE CHROMATID SEPARATION TRAIT', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/preventing-covid-19-separation-not-just-isolation-753341,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Exercise Pain Management', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand']",preventing covid-19 - separation not just isolation,/forums/profiles/standuptocovid-1351178,0,0.704225352112676
72,"['Testicular regression syndrome', 'nan']",https://patient.info//forums/discuss/lack-of-information-from-the-government-and-the-nhs-753261,"[nan, nan]","[nan, 'Etoposide/Ifosfamide/Mesna/Mitoxantrone']","[nan, nan]",lack of information from the government and the nhs,/forums/profiles/christian123-1351013,0,0.6944444444444444
73,"['Rheumatoid Arthritis', 'Duane Retraction Syndrome', 'Pneumonia', 'Bronchitis', 'Diabetic Retinopathy', 'Acute gastroenteritis', 'Gray Platelet Syndrome', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/wrong-covid-vaccination-group-753250,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Vaccination', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire putamen']",wrong covid vaccination group,/forums/profiles/clifford81592-1350980,0,0.684931506849315
74,"['Nail-Patella Syndrome', ""Little's Disease"", 'Carpal Tunnel Syndrome', 'Coronavirus Infections', 'Sympathetically independent pain', 'Nervousness', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/no-taste-or-smell-update--753132,"[nan, nan, nan, nan, nan, nan, nan, nan, 'Mometasone Nasal Spray', nan]","[nan, nan, nan, nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Entire upper limb']",no taste or smell update!!!!,/forums/profiles/tashina10907-1349872,4,200.67567567567568
75,"['Asthma', 'Coronavirus Infections', 'Multiple Sclerosis', 'Catch - Finding of sensory dimension of pain', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/a-symptomatic-people-753107,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Structure of putamen']",a symptomatic people,/forums/profiles/reba77733-1350639,0,0.6666666666666666
76,"['Arthralgia', 'Asthenia', 'nan']",https://patient.info//forums/discuss/covid-and-strange-feeling-in-arms-and-legs--752983,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, 'Entire upper limb']",covid and strange feeling in arms and legs?,/forums/profiles/jan34534-998356,2,100.65789473684211
77,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coronavirus Infections', 'nan', 'nan']",https://patient.info//forums/discuss/contact-worry-752963,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan]",contact worry,/forums/profiles/myles74148-1350305,2,100.64935064935065
78,"['Actual Inability To Taste', 'Productive cough', 'BODY PAIN', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-19-752939,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Single Embryo Transfer', 'Physical therapy exercises', nan]","[nan, nan, nan, nan, nan, 'Left main bronchus structure']",covid 19,/forums/profiles/joe19708-1350237,0,0.6410256410256411
79,"['PREMATURE CHROMATID SEPARATION TRAIT', 'Anosmia', 'nan', 'nan']",https://patient.info//forums/discuss/covid-experience-loss-of-smell-752930,"[nan, nan, nan, nan]","[nan, nan, 'Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan]",covid experience - loss of smell,/forums/profiles/lincoln95-1350209,0,0.6329113924050633
80,"['Lung Diseases, Obstructive', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-guilt-at-passing-it-on--752614,"[nan, nan, nan, nan, nan]","[nan, 'Single Embryo Transfer', 'Quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan]","[nan, nan, nan, nan, 'Heart']",covid guilt at passing it on?,/forums/profiles/chris81087-1311653,6,300.625
81,"['Gonorrhea', 'Geroderma osteodysplastica', 'Coughing', 'nan', 'nan']",https://patient.info//forums/discuss/does-this-sound-like-covid-752762,"[nan, nan, nan, nan, nan]","[nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']","[nan, nan, nan, nan, nan]",does this sound like covid,/forums/profiles/sharon-2015-1349793,4,200.6172839506173
82,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Common Cold', 'Papillon-Lefevre Disease', 'Coronavirus Infections', 'Disease', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/please-i-need-reassurance-or-anything-752738,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 'Meditation Therapy', 'Group reassurance', 'Bathing']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",please i need reassurance or anything,/forums/profiles/rachel_35350-1157001,2,100.60975609756098
83,"['Lung Diseases, Obstructive', 'Nausea', 'Coughing', 'Mastodynia', 'Sore to touch', 'nan']",https://patient.info//forums/discuss/i-tested-positive-for-covid-please-help-752696,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan, nan]",i tested positive for covid please help,/forums/profiles/madelyn06343-1345531,2,100.60240963855422
84,"['Hypertensive disease', 'Diabetes Mellitus', 'Coffin-Siris syndrome', 'Disease', 'nan']",https://patient.info//forums/discuss/taking-a-leave-of-absence-from-work-causes-firing-to-happen--752679,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']","[nan, nan, nan, nan, nan]",taking a leave of absence from work causes firing to happen?,/forums/profiles/natalie18506-1059193,0,0.5952380952380952
85,"['Gonorrhea', 'Geroderma osteodysplastica', 'Sexually Transmitted Diseases', 'Premenstrual syndrome', 'Lung Diseases, Obstructive', 'Acute gastroenteritis', 'Seizures', 'Mass of body region', 'Coughing', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/help-could-i-have-been-exposed-to-covid--752659,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Incision and drainage', nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Nose', 'Foot']","help, could i have been exposed to covid??",/forums/profiles/jessica85894-1305917,0,0.5882352941176471
86,"['Hypotrichosis simplex', 'nan', 'nan']",https://patient.info//forums/discuss/loss-of-smell-and-taste-752616,"[nan, nan, nan]","[nan, 'Modest-Temperature Hyperthermia', nan]","[nan, nan, 'Entire head']",loss of smell and taste,/forums/profiles/lexxi--1349422,0,0.5813953488372093
87,"['Gonorrhea', 'Geroderma osteodysplastica', 'Lung Diseases, Obstructive', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/covid-self-isolating-employer-being-awkward-750338,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Isolation procedure', 'Orthokeratology', nan]","[nan, nan, nan, nan, nan, 'Foot']","covid self isolating, employer being awkward",/forums/profiles/david42872-1343892,4,200.57471264367817
88,"['Gonorrhea', 'Geroderma osteodysplastica', 'Testicular regression syndrome', 'nan', 'nan', 'nan', 'nan']",https://patient.info//forums/discuss/should-i-isolate--752535,"[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', nan, nan]","[nan, nan, nan, nan, nan, 'Structure of supraoptic nucleus', 'Nose']",should i isolate?,/forums/profiles/scoobydoo2-1349232,4,200.5681818181818
