PostNumber,SymptomName,PostLink,Drugs,Treatment,BodyParts
55,"['Influenza', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/coronavirus-questions-for-our-facebook-livestream-ask-them-here.1149/,"[nan, nan, nan]","[nan, nan, 'Therapeutic tactile stimulation']","[nan, nan, nan]"
56,"['Communicable Diseases', 'Wasting', 'Common Cold', 'Posterior reversible encephalopathy syndrome', 'HIV Infections', 'Coronavirus Infections', 'Rolling of eyes', 'Pain', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/us-isnt-remotely-prepared-to-test-for-coronavirus-experts-say.1040/,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 'Administration procedure', 'Release (procedure)', nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Beak']"
57,"['Digitorenocerebral Syndrome', 'Influenza', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/why-prepare-for-coronavirus-to-strike-the-us-its-your-civic-duty.1122/,"[nan, nan, nan, nan]","[nan, nan, nan, 'Removal by grinding']","[nan, nan, nan, nan]"
58,"['Coronavirus Infections', 'Disease', 'nan']",https://forums.livescience.com/threads/3-coronavirus-cases-identified-in-long-term-care-facility-in-washington.1123/,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, 'Wing']"
59,['Coronavirus Infections'],https://forums.livescience.com/threads/coronavirus-resources-us-state-and-local-health-departments.1065/,[nan],[nan],[nan]
60,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/trump-announces-pence-will-be-coronavirus-czar.1043/,"[nan, nan]","[nan, 'Cardiac Lead Procedure']","[nan, nan]"
61,['Coronavirus Infections'],https://forums.livescience.com/threads/its-still-too-soon-to-call-coronavirus-outbreak-a-pandemic-who-says.1004/,[nan],[nan],[nan]
62,"['Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/coronavirus-quarantine-ends-for-some-cruise-ship-passengers-sparking-worries-over-virus-spread.906/,"[nan, nan]","[nan, 'Quarantine']","[nan, nan]"
63,"['Communicable Diseases', 'Critical Illness', 'Coronavirus Infections', 'nan']",https://forums.livescience.com/threads/blood-from-cured-coronavirus-patients-could-help-treat-infection.871/,"[nan, nan, nan, nan]","[nan, nan, nan, 'Therapeutic procedure']","[nan, nan, nan, nan]"
64,"['Coronavirus Infections', 'Nightmares', 'nan']",https://forums.livescience.com/threads/coronavirus-cruise-ship-nightmare-are-quarantines-the-right-answer.857/,"[nan, nan, nan]","[nan, nan, 'Quarantine']","[nan, nan, nan]"
65,"['Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome', 'Digitorenocerebral Syndrome', 'Decompression Sickness', 'Coronavirus Infections', 'Disease', 'Coughing', 'nan', 'nan']",https://forums.livescience.com/threads/can-the-new-coronavirus-spread-through-building-pipes.829/,"[nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, 'Toilet procedure', nan]","[nan, nan, nan, nan, nan, nan, nan, 'Hand']"
66,"['Communicable Diseases', 'Dengue Fever', 'Hemorrhagic Fever, Ebola', 'Coronavirus Infections']",https://forums.livescience.com/threads/28-devastating-infectious-diseases.812/,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
67,"['Wasting', 'Coronavirus Infections', 'Hemorrhagic Fever, Ebola', 'Blackout - symptom', 'nan', 'nan']",https://forums.livescience.com/threads/coronavirus-vaccine-still-months-out-heres-why.616/,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Administration procedure', 'Coronavirus vaccination']","[nan, nan, nan, nan, nan, nan]"
68,"['Communicable Diseases', 'Coronavirus Infections', 'nan', 'nan', 'nan', 'nan']",https://forums.livescience.com/threads/facebook-live-event-coronavirus-q-a-hosted-by-live-science-staff.723/,"[nan, nan, nan, nan, nan, nan]","[nan, nan, 'Adoptive Immunotherapy', 'Vaccination', 'Therapeutic procedure', nan]","[nan, nan, nan, nan, nan, 'Lanugo']"
69,"['Communicable Diseases', 'Coronavirus Infections']",https://forums.livescience.com/threads/new-coronavirus-can-spread-before-symptoms-start-german-case-suggests.657/,"[nan, nan]","[nan, nan]","[nan, nan]"
70,"['Coronavirus Infections', 'Weakness']",https://forums.livescience.com/threads/coronavirus-outbreak-is-public-health-emergency-of-international-concern-who-declares.648/,"[nan, nan]","[nan, nan]","[nan, nan]"
71,"['Severe Acute Respiratory Syndrome', 'Coronavirus Infections']",https://forums.livescience.com/threads/is-the-coronavirus-outbreak-as-bad-as-sars.644/,"[nan, nan]","[nan, nan]","[nan, nan]"
72,"['Coronavirus Infections', 'Seizures', 'Abnormal coordination', 'nan']",https://forums.livescience.com/threads/coronavirus-screening-expands-to-20-us-airports-researchers-start-work-on-a-new-vaccine.623/,"[nan, nan, nan, nan]","[nan, nan, nan, 'Therapeutic procedure']","[nan, nan, nan, nan]"
73,"['Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'West Nile viral infection', 'Hemorrhagic Fever, Ebola', 'Virus Diseases']",https://forums.livescience.com/threads/mysterious-respiratory-illness-has-sickened-dozens-in-china.387/,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]"
