PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
135,,,C0011209,Obstetric Delivery,,,,,https://www.medhelp.org/posts/Coronavirus/Sheltering-in-place--what-do-you-wish-you-had-more-of/show/3054099
135,,,C0278286,Dressing of skin or wound,,,,,https://www.medhelp.org/posts/Coronavirus/Sheltering-in-place--what-do-you-wish-you-had-more-of/show/3054099
135,,,C0184967,Insertion of pack (procedure),,,,,https://www.medhelp.org/posts/Coronavirus/Sheltering-in-place--what-do-you-wish-you-had-more-of/show/3054099
135,,,,,,,C1280541,Entire nerve,https://www.medhelp.org/posts/Coronavirus/Sheltering-in-place--what-do-you-wish-you-had-more-of/show/3054099
136,C3888198,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",,,,,,,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,,,C0011209,Obstetric Delivery,,,,,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,,,,,,,C1280202,Entire eye,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
136,,,,,,,C0015392,Eye,https://www.medhelp.org/posts/Coronavirus/Anyone-else-high-risk-What-are-you-doing-now/show/3054098
137,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,C0683369,Clouded consciousness,,,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,C0152054,Therapeutic tactile stimulation,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,C0204727,Isolation procedure,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,,,,,C1281590,Entire head,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,,,,,C0015392,Eye,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,,,,,C0023759,Lip structure,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,,,,,C1281591,Entire face,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
137,,,,,,,C0016504,Foot,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-people-with-questions-and-info-about-how-you-get-infected-/show/3054069
138,C0003123,Anorexia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0004135,Ataxia Telangiectasia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0019159,Hepatitis A,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0524909,"Hepatitis B, Chronic",,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0085594,Fever with chills,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0011991,Diarrhea,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0027424,Nasal congestion (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0015672,Fatigue,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0476288,Digestive symptom,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0037090,"Signs and Symptoms, Respiratory",,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
138,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Digestive-issues-diarrhea-due-to-Coronavirus/show/3054127
139,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0018799,Heart Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C1836123,Goldberg-Shprintzen megacolon syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0011849,Diabetes Mellitus,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0024115,Lung diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0008679,Chronic disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0036690,Septicemia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0015230,Exanthema,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,,,C0152277,Incision and drainage,,,,,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,,,,,,,C0035298,Retina,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,,,,,,,C0006104,Brain,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
139,,,,,,,C0024109,Lung,https://www.medhelp.org/posts/Coronavirus/Am-I-High-Risk-for-Covid19-I-am-a-diabetic-who-had-a-septic-blood-infection-5-years-ago/show/3053981
140,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/This-thread-is-for-questions-about-the-age-of-people-who-got-Covid-19/show/3054031
141,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,,,C0152054,Therapeutic tactile stimulation,,,,,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,,,,,,,C0015392,Eye,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,,,,,,,C1281584,Entire finger,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
141,,,,,,,C0028429,Nose,https://www.medhelp.org/posts/Coronavirus/Is-coronavirus-transmitted-through-blood-/show/3054400
142,C0948873,flu symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
142,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
142,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
142,C0013404,Dyspnea,,,,,,,https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
142,,,C1959633,Spatial guidance for medical procedure,,,,,https://www.medhelp.org/posts/Coronavirus/corona/show/3054073
143,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,C0037088,Signs and Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,C0547605,prevention of infection,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,C0454366,Step ups,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,C0185003,Reparative closure,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,C0508431,answer questions,,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,C0557061,Discussion (procedure),,,,,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,,,,,C1281590,Entire head,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,,,,,C3887642,Hippocampus Proper,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
143,,,,,,,C0423866,Lanugo,https://www.medhelp.org/posts/Coronavirus/Children-and-grandparents-/show/3054014
144,C1321587,Breathing abnormally deep,,,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,C1533734,Administration procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,C0079613,Adoptive Immunotherapy,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,C0344106,Sedation procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,C0199176,Prophylactic treatment,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,C0728940,Excision,,,,,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,,,,,C0024109,Lung,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
144,,,,,,,C0028429,Nose,https://www.medhelp.org/posts/Coronavirus/Question-about-Diethyl-ether/show/3054181
145,C3539909,Allergic disposition,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0031350,Pharyngitis,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C1260880,Rhinorrhea,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0027424,Nasal congestion (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0234238,Ache,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0011991,Diarrhea,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0242429,Sore Throat,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0850149,Dry cough,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0018681,Headache,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0030193,Pain,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
145,C0013404,Dyspnea,,,,,,,https://www.medhelp.org/posts/Coronavirus/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995
146,C0442874,Neuropathy,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0015644,Muscular fasciculation,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0235129,Feeling strange,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0235031,Neurologic Symptoms,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C2242996,Has tingling sensation,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0231528,Myalgia,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C3714552,Weakness,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,C0040822,Tremor,,,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,C0204727,Isolation procedure,,,,,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C0230347,Left upper arm structure,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C1305418,Entire calf of leg (body structure),https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C1269612,Entire upper arm,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C1995013,Set of muscles,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C0423866,Lanugo,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
146,,,,,,,C0016504,Foot,https://patient.info//forums/discuss/i-ve-had-loads-of-neurological-symptoms-since-covid-anyone-had-the-same--756542
147,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C0011991,Diarrhea,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C3714552,Weakness,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C0039070,Syncope,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C0232431,Cold sweat,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/covid-symptoms-753523
147,,,,,,,C0028429,Nose,https://patient.info//forums/discuss/covid-symptoms-753523
148,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0342895,Fish-Eye Disease,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0152227,Excessive tearing,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0003123,Anorexia,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0152020,Gastroparesis,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0865800,asthma with copd,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0348217,Other viral diseases NOS,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0004096,Asthma,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0442886,Secondary Infections,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0277556,Recurrent disease,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0272302,Gray Platelet Syndrome,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0149745,Oral Ulcer,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C3888198,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0017168,Gastroesophageal reflux disease,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0032285,Pneumonia,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0009443,Common Cold,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0021400,Influenza,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0027404,Narcolepsy,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0004623,Bacterial Infections,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0043352,Xerostomia,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0442874,Neuropathy,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0039516,Tennis Elbow,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0011168,Deglutition Disorders,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0162429,Malnutrition,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0012634,Disease,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0036572,Seizures,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0011991,Diarrhea,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0849963,Feeling nervous,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0085624,Burning sensation,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0016382,Flushing,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0026821,Muscle Cramp,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C1321587,Breathing abnormally deep,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0392674,Exhaustion,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0028643,Numbness,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0007859,Neck Pain,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0235031,Neurologic Symptoms,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0235150,Feeling Cold,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C2242996,Has tingling sensation,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0455270,Sharp pain,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0028084,Nightmares,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0008031,Chest Pain,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0557875,Tired,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0741585,BODY ACHE,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0497406,Overweight,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0231528,Myalgia,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0039070,Syncope,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0004604,Back Pain,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0027769,Nervousness,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0221423,Illness (finding),,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0235162,Difficulty sleeping,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0020175,Hunger,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
148,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/covid-for-4-weeks-still-bed-ridden-anyone-else-had-prolonged-severe-illness-without-hospitalization-734070
